Rxn_name	Comp_correction	Species	Ratelaw						
vP29	Cytoplasm	 pMEK_RasT_CRaf_BRaf ; RasT_CRaf_BRaf + pMEK	1						
vP30	Cytoplasm	 pMEK_RasT_CRaf_BRaf ; RasT_CRaf_BRaf + ppMEK	5						
vP31	Cytoplasm	 pMEK ; MEK	0.1						
vP32	Cytoplasm	 ppMEK ; pMEK	0.01						
vP33	Cytoplasm	 ppMEK + ERK ; ERK_ppMEK	0.001						
vP34	Cytoplasm	 ERK_ppMEK ; ppMEK + ERK	1						
vP35	Cytoplasm	 ERK_ppMEK ; ppMEK + pERK	1						
vP36	Cytoplasm	 ppMEK + pERK ; pERK_ppMEK	0.001						
vP37	Cytoplasm	 pERK_ppMEK ; ppMEK + pERK	1						
vP38	Cytoplasm	 pERK_ppMEK ; ppMEK + ppERK	1						
vP39	Nucleus	 ppERKnuc + MKP1 ; ppERKnuc_MKP1	0.002						
vP40	Nucleus	 ppERKnuc_MKP1 ; ppERKnuc + MKP1	0.2						
vP41	Nucleus	 ppERKnuc_MKP1 ; ERKnuc + MKP1	1						
vP42	Nucleus	 pMKP1 ; MKP1	0.001						
vP43	Nucleus	 pcFos ; cFos	0.1						
vP44	Cytoplasm	 pTSC2 ; TSC2	0.01						
vP45	Nucleus	 pRSKnuc ; pRSK	0.013						
vP46	Cytoplasm	 G2_SOS + ppERK ; G2_SOS_ppERK	0.001						
vP47	Cytoplasm	 G2_SOS_ppERK ; G2_SOS + ppERK	0.1						
vP48	Cytoplasm	 G2_SOS_ppERK ; G2_pSOS + ppERK	1						
vP49	Cytoplasm	 G2_pSOS ; G2_SOS	0.01						
vP50	Cytoplasm	 CRaf + ppERK ; CRaf_ppERK	0.001						
vP51	Cytoplasm	 CRaf_ppERK ; CRaf + ppERK	0.1						
vP52	Cytoplasm	 CRaf_ppERK ; pCRaf + ppERK	1						
vP53	Cytoplasm	 pCRaf ; CRaf	0.01						
vP54	Cytoplasm	 DAG_GRP + RasD ; RasD_DAG_GRP	0.001						
vP55	Cytoplasm	 RasD_DAG_GRP ; DAG_GRP + RasD	0.1						
vP56	Cytoplasm	 RasD_DAG_GRP ; DAG_GRP + RasT	1						
vP57	Cytoplasm	 RasT + NF1 ; RasT_NF1	0.02						
vP58	Cytoplasm	 RasT_NF1 ; RasT + NF1	2						
vP59	Cytoplasm	 RasT_NF1 ; RasD + NF1	10						
vP60	Cytoplasm	 NF1 + ppERK ; NF1_ppERK	0						
vP61	Cytoplasm	 NF1_ppERK ; NF1 + ppERK	0.1						
vP62	Cytoplasm	 NF1_ppERK ; pNF1 + ppERK	1						
vP63	Cytoplasm	 pNF1 ; NF1	1						
vP64	Cytoplasm	 MKP3 + pERK ; pERK_MKP3	0.001						
vP65	Cytoplasm	 pERK_MKP3 ; MKP3 + pERK	0.1						
vP66	Cytoplasm	 pERK_MKP3 ; MKP3 + ERK	1						
vP67	Cytoplasm	 ppERK ; pERK	0.001						
vP68	Cytoplasm	 ppERK_MKP3 ; MKP3 + ppERK	0.1						
vP69	Cytoplasm	 ppERK_MKP3 ; MKP3 + pERK	1						
vP70	Cytoplasm	 RSK + ppERK ; RSK_ppERK	0.001						
vP71	Cytoplasm	 RSK_ppERK ; RSK + ppERK	0.1						
vP72	Cytoplasm	 RSK_ppERK ; pRSK + ppERK	1						
vP73	Cytoplasm	 pRSK ; RSK	1						
vP74	Cytoplasm	 ppERK ; ppERKnuc	0.011						
vP75	Nucleus	 ERKnuc ; ppERKnuc	0						
vP76	Nucleus	 ppERKnuc + pMKP1 ; ppERKnuc_pMKP1	0.001						
vP77	Nucleus	 ppERKnuc_pMKP1 ; ppERKnuc + pMKP1	0.1						
vP78	Nucleus	 ppERKnuc_pMKP1 ; ERKnuc + pMKP1	1						
vP79	Nucleus	 ERKnuc ; ERK	0.9						
vP80	Cytoplasm	 pRSK ; pRSKnuc	0.011						
vP81	Nucleus	 pRSKnuc + MKP1 ; pRSKnuc_MKP1	0.001						
vP82	Nucleus	 pRSKnuc_MKP1 ; pRSKnuc + MKP1	0.1						
vP83	Nucleus	 pRSKnuc_MKP1 ; pRSKnuc + pMKP1	1						
vP86	Nucleus	 ppERKnuc_MKP1 ; ppERKnuc + pMKP1	1						
vP87	Nucleus	 pRSKnuc + cFos ; cFos_pRSKnuc	0.001						
vP88	Nucleus	 cFos_pRSKnuc ; pRSKnuc + cFos	0.1						
vP89	Nucleus	 cFos_pRSKnuc ; pRSKnuc + pcFos	1						
vP90	Nucleus	 ppERKnuc + cFos ; cFos_ppERKnuc	0.001						
vP91	Nucleus	 cFos_ppERKnuc ; ppERKnuc + cFos	0.1						
vP92	Nucleus	 cFos_ppERKnuc ; ppERKnuc + pcFos	1						
vP93	Nucleus	 pcFos + cJun ; pcFos_cJun	0.001						
vP94	Nucleus	 pcFos_cJun ; pcFos + cJun	0.01						
vP95	Cytoplasm	 DAG + GRP ; DAG_GRP	1						
vP96	Cytoplasm	 DAG_GRP ; DAG + GRP	100						
vP97	Cytoplasm	 DAG + PKC ; DAG_PKC	0.001						
vP98	Cytoplasm	 DAG_PKC ; DAG + PKC	0.1						
vP99	Cytoplasm	 DAG_PKC + RKIP ; RKIP_DAG_PKC	0.001						
vP100	Cytoplasm	 RKIP_DAG_PKC ; DAG_PKC + RKIP	0.1						
vP101	Cytoplasm	 RKIP_DAG_PKC ; DAG_PKC + pRKIP	1						
vP102	Cytoplasm	 pRKIP ; RKIP	0.001						
vP103	Cytoplasm	 CRaf + RKIP ; RKIP_CRaf	0						
vP104	Cytoplasm	 RKIP_CRaf ; CRaf + RKIP	0.1						
vP105	Cytoplasm	 PIP3 + PTEN ; PIP3_PTEN	0.01						
vP106	Cytoplasm	 PIP3_PTEN ; PIP3 + PTEN	1						
vP107	Cytoplasm	 PIP3_PTEN ; PIP2 + PTEN	10						
vP108	Cytoplasm	 PIP3 + AKT ; PIP3_AKT	0.001						
vP109	Cytoplasm	 PIP3_AKT ; PIP3 + AKT	0.1						
vP110	Cytoplasm	 PIP3 + PDK1 ; PIP3_PDK1	0.001						
vP111	Cytoplasm	 PIP3_PDK1 ; PIP3 + PDK1	0.1						
vP112	Cytoplasm	 Rictor + mTOR ; mTORC2	0.001						
vP113	Cytoplasm	 mTORC2 ; Rictor + mTOR	0.0001						
vP114	Cytoplasm	 PIP3_AKT + PIP3_PDK1 ; PIP3_AKT_PIP3_PDK1	0.05						
vP115	Cytoplasm	 PIP3_AKT_PIP3_PDK1 ; PIP3_AKT + PIP3_PDK1	5						
vP116	Cytoplasm	 PIP3_AKT_PIP3_PDK1 ; PIP3_PDK1 + PIP3_pAKT	10						
vP117	Cytoplasm	 PIP3_pAKT ; PIP3_AKT	0.01						
vP118	Cytoplasm	 PIP3_pAKT + mTORC2 ; PIP3_pAKT_mTORC2	0.05						
vP119	Cytoplasm	 PIP3_pAKT_mTORC2 ; PIP3_pAKT + mTORC2	5						
vP120	Cytoplasm	 PIP3_pAKT_mTORC2 ; mTORC2 + PIP3_ppAKT	10						
vP121	Cytoplasm	 PIP3_ppAKT ; PIP3_pAKT	0.001						
vP122	Cytoplasm	 PIP3_ppAKT ; PIP3 + ppAKT	1						
vP123	Cytoplasm	 PIP3 + ppAKT ; PIP3_ppAKT	0.0001						
vP124	Cytoplasm	 ppAKT + GSK3b ; GSK3b_ppAKT	0.001						
vP125	Cytoplasm	 GSK3b_ppAKT ; ppAKT + GSK3b	0.1						
vP126	Cytoplasm	 GSK3b_ppAKT ; ppAKT + pGSK3b	1						
vP127	Cytoplasm	 pGSK3b ; GSK3b	0.01						
vP128	Cytoplasm	 bCATENIN ; pbCATENIN	(kP128_1*bCATENIN*(GSK3b^kP128_2))/((kP128_3^kP128_2)+(GSK3b^kP128_2))	60	4	200			
vP131	Cytoplasm	 pbCATENIN ; bCATENIN	0.01						
vP132	Cytoplasm	 bCATENIN ; bCATENINnuc	0.012						
vP133	Nucleus	 bCATENINnuc ; bCATENIN	0.018						
vP134	Cytoplasm	 ppAKT + TSC2 ; TSC2_ppAKT	0.01						
vP135	Cytoplasm	 TSC2_ppAKT ; ppAKT + TSC2	1						
vP136	Cytoplasm	 TSC2_ppAKT ; ppAKT + pTSC2	1						
vP137	Cytoplasm	 TSC2 + ppERK ; TSC2_ppERK	0.0001						
vP138	Cytoplasm	 TSC2_ppERK ; TSC2 + ppERK	0.1						
vP139	Cytoplasm	 TSC2_ppERK ; pTSC2 + ppERK	0.1						
vP140	Cytoplasm	 TSC1 + TSC2 ; TSC	0.1						
vP141	Cytoplasm	 TSC ; TSC1 + TSC2	0.01						
vP146	Cytoplasm	 mTORC1 ; mTORC1active	0.001						
vP147	Cytoplasm	 mTORC1active ; mTORC1	(kP147_1*mTORC1active*(TSC^kP147_2))/(kP147_3+(TSC^kP147_2))	1	4	0.1			
vP148	Cytoplasm	 mTOR + Raptor ; mTORC1	0.001						
vP149	Cytoplasm	 mTORC1 ; mTOR + Raptor	0.0001						
vP150	Cytoplasm	 mTORC1active + EIF4EBP1 ; EIF4EBP1_mTORC1active	0.1						
vP151	Cytoplasm	 EIF4EBP1_mTORC1active ; mTORC1active + EIF4EBP1	1						
vP152	Cytoplasm	 EIF4EBP1_mTORC1active ; mTORC1active + pEIF4EBP1	10						
vP153	Cytoplasm	 pEIF4EBP1 ; EIF4EBP1	0.01						
vP154	Cytoplasm	 mTORC1active + S6K ; S6K_mTORC1active	0.01						
vP155	Cytoplasm	 S6K_mTORC1active ; mTORC1active + S6K	1						
vP156	Cytoplasm	 S6K_mTORC1active ; mTORC1active + pS6K	10						
vP157	Cytoplasm	 pS6K ; S6K	0.03						
vP158	Cytoplasm	 ppAKT + FOXO ; FOXO_ppAKT	0.005						
vP159	Cytoplasm	 FOXO_ppAKT ; ppAKT + FOXO	0.1						
vP160	Cytoplasm	 FOXO_ppAKT ; ppAKT + pFOXO	1						
vP161	Cytoplasm	 pFOXO ; FOXO	0.001						
vP162	Cytoplasm	 PI3K1 + mTORC1active ; PI3K1_mTORC1active	0.001						
vP163	Cytoplasm	 PI3K1_mTORC1active ; PI3K1 + mTORC1active	0.1						
vP164	Cytoplasm	 PI3K1_mTORC1active ; pPI3K1 + mTORC1active	1						
vP165	Cytoplasm	 pPI3K1 ; PI3K1	0.001						
vP166	Cytoplasm	 PI3KC1 + PI3KR1 ; PI3K1	0.001						
vP167	Cytoplasm	 PI3K1 ; PI3KC1 + PI3KR1	0.0001						
vP168	Cytoplasm	 PI3P ; PIP	0.001						
vP169	Cytoplasm	 G2 + SOS ; G2_SOS	0.001						
vP170	Cytoplasm	 G2_SOS ; G2 + SOS	0.0001						
vP171	Cytoplasm	 EIF4EBP1 + EIF4E ; EIF4EBP1_EIF4E	0.001						
vP172	Cytoplasm	 EIF4EBP1_EIF4E ; EIF4EBP1 + EIF4E	0.01						
vP173	Cytoplasm	  ; PIP2	kP173	0.483					
vP174	Cytoplasm	 pbCATENIN ; 	kP174*pbCATENIN*TSC	0.001					
vP175	Cytoplasm	 pERK ; ERK	0.1						
vP176	Cytoplasm	 ppERK ; pERK	0.01						
vP177	Nucleus	 ppERKnuc ; ERKnuc	0.05						
vP178	Cytoplasm	 ppAKT ; pAKT	0.01						
vP179	Cytoplasm	 pAKT ; AKT	0.1						
vP180	Cytoplasm	 RhebT ; RhebD	1.00E-05						
vP181	Cytoplasm	 FOXO ; FOXOnuc	0.1						
vP182	Nucleus	 FOXOnuc ; FOXO	0.01						
vP183	Cytoplasm	 PIP2 ; PIP3	5.00E-06						
vP184	Cytoplasm	 PIP3 ; PIP2	0.01						
vP185	Cytoplasm	 RasD ; RasT	0.0004						
vP186	Cytoplasm	 RasT ; RasD	0.01						
vP187	Cytoplasm	 ppMEK + MEKi ; MEKi_ppMEK	0.001						
vP188	Cytoplasm	 MEKi_ppMEK ; ppMEK + MEKi	0.0001						
vP189	Cytoplasm	 AKT + AKTi ; AKTi_AKT	0.001						
vP190	Cytoplasm	 AKTi_AKT ; AKT + AKTi	0.0001						
vDP1	Cytoplasm	 MDM2 + ppAKT ; ppAKT_MDM2	0						
vDP2	Cytoplasm	 ppAKT_MDM2 ; MDM2 + ppAKT	0						
vDP3	Cytoplasm	 ppAKT_MDM2 ; pMDM2 + ppAKT	0						
vDP4	Cytoplasm	 pMDM2 ; MDM2	0						
vPA1	Cytoplasm	 BIM + ppERK ; ppERK_BIM	0.001						
vPA2	Cytoplasm	 ppERK_BIM ; BIM + ppERK	0.1						
vPA3	Cytoplasm	 ppERK_BIM ; pBIM + ppERK	1						
vPA4	Cytoplasm	 pBIM ; BIM	0.005						
vPA5	Cytoplasm	 BAD + ppAKT ; ppAKT_BAD	0.001						
vPA6	Cytoplasm	 ppAKT_BAD ; BAD + ppAKT	0.1						
vPA7	Cytoplasm	 ppAKT_BAD ; pBAD + ppAKT	1						
vPA8	Cytoplasm	 BAD + ppERK ; ppERK_BAD	0.001						
vPA9	Cytoplasm	 ppERK_BAD ; BAD + ppERK	0.1						
vPA10	Cytoplasm	 ppERK_BAD ; pBAD + ppERK	1						
vPA11	Cytoplasm	 pBAD ; BAD	0.001						
vAd1	Cytoplasm	 L_R ; 	2.69E-06						
vAd2	Cytoplasm	 Ractive ; 	0.002688368						
vAd3	Cytoplasm	 Ractive_flip ; 	0.000192541						
vAd4	Cytoplasm	 Ractive_pC8 ; 	2.69E-06						
vAd5	Cytoplasm	 C8 ; 	0.000233979						
vAd6	Cytoplasm	 C8_Bar ; 	2.86E-05						
vAd7	Cytoplasm	 C8_pC3 ; 	2.34E-06						
vAd8	Cytoplasm	 C3 ; 	0.000232799						
vAd9	Cytoplasm	 C3_pC6 ; 	2.33E-06						
vAd10	Cytoplasm	 C6 ; 	5.32E-05						
vAd11	Cytoplasm	 C6_C8 ; 	2.34E-06						
vAd12	Cytoplasm	 C3_XIAP ; 	2.86E-05						
vAd13	Cytoplasm	 C3_PARP ; 	2.50E-06						
vAd14	Cytoplasm	 cPARP ; 	2.50E-06						
vAd15	Cytoplasm	 C8_Bid ; 	2.83E-06						
vAd16	Cytoplasm	 tBid ; 	0.000283273						
vAd17	Cytoplasm	 tBid_Bcl2c ; 	0.000121963						
vAd18	Cytoplasm	 tBid_Bax ; 	2.83E-06						
vAd19	Cytoplasm	 Baxactive ; 	0.000247132						
vAd20	Mitochondrion	 Baxm ; 	2.47E-06						
vAd21	Mitochondrion	 Bcl2 ; 	0.000121963						
vAd22	Mitochondrion	 Baxm_Bcl2 ; 	0.000121963						
vAd23	Mitochondrion	 Bax2 ; 	2.47E-06						
vAd24	Mitochondrion	 Bax2_Bcl2 ; 	0.000121963						
vAd25	Mitochondrion	 Bax4 ; 	2.47E-06						
vAd26	Mitochondrion	 Bax4_Bcl2 ; 	0.000121963						
vAd27	Mitochondrion	 CytoCr ; 	1.32E-06						
vAd28	Mitochondrion	 Smacr ; 	2.10E-06						
vAd29	Cytoplasm	 CytoC ; 	1.32E-06						
vAd30	Cytoplasm	 CytoC_Apaf ; 	6.06E-06						
vAd31	Cytoplasm	 Apafactive ; 	6.06E-06						
vAd32	Cytoplasm	 Apop ; 	6.06E-06						
vAd33	Cytoplasm	 Apop_C3 ; 	6.06E-06						
vAd34	Cytoplasm	 Smac ; 	2.10E-06						
vAd35	Cytoplasm	 Apop_XIAP ; 	2.86E-05						
vAd36	Cytoplasm	 Smac_XIAP ; 	2.86E-05						
vAd37	Cytoplasm	 C3_Ub ; 	2.33E-06						
vAd38	Cytoplasm	 Bcl2c_BAD ; 	0.000121963						
vAd39	Cytoplasm	 Bcl2c_PUMA ; 	0.000121963						
vAd40	Cytoplasm	 Bcl2c_NOXA ; 	0.000128361						
vAd41	Cytoplasm	 BIM_Bax ; 	6.42E-05						
vAd42	Cytoplasm	 Bcl2c_BIM ; 	0.000121963						
vAd43	Cytoplasm	 ppERK_BIM ; 	6.42E-05						
vAd44	Cytoplasm	 pBIM ; 	0.000641803						
vAd45	Cytoplasm	 ppAKT_BAD ; 	9.25E-06						
vAd46	Cytoplasm	 pBAD ; 	9.25E-05						
vAd47	Cytoplasm	 ppERK_BAD ; 	9.25E-06						
vRd1	Cytoplasm	 pE1 ; 	1.51E-05						
vRd2	Cytoplasm	 pE2 ; 	1.04E-05						
vRd3	Cytoplasm	 pE4 ; 	0						
vRd4	Cytoplasm	 E1E1 ; 	1.51E-05						
vRd5	Cytoplasm	 E1E2 ; 	1.51E-05						
vRd6	Cytoplasm	 E1E3 ; 	1.51E-05						
vRd7	Cytoplasm	 E1E4 ; 	1.51E-05						
vRd8	Cytoplasm	 E2E2 ; 	1.04E-05						
vRd9	Cytoplasm	 E2E3 ; 	1.23E-05						
vRd10	Cytoplasm	 E2E4 ; 	1.04E-05						
vRd11	Cytoplasm	 E3E4 ; 	1.23E-05						
vRd12	Cytoplasm	 E4E4 ; 	0						
vRd13	Cytoplasm	 Met_Met ; 	6.55E-06						
vRd14	Cytoplasm	 FrFr ; 	6.55E-06						
vRd15	Cytoplasm	 IrIr ; 	6.55E-06						
vRd16	Cytoplasm	 Isr_Isr ; 	2.87E-05						
vRd17	Cytoplasm	 EE1 ; 	1.51E-05						
vRd18	Cytoplasm	 HE3 ; 	1.23E-05						
vRd19	Cytoplasm	 HE4 ; 	0						
vRd20	Cytoplasm	 HGF_Met ; 	6.55E-06						
vRd21	Cytoplasm	 PPr ; 	6.42E-05						
vRd22	Cytoplasm	 FFr ; 	6.55E-06						
vRd23	Cytoplasm	 EE1E2 ; 	1.51E-05						
vRd24	Cytoplasm	 EE1Ev3 ; 	1.51E-05						
vRd25	Cytoplasm	 EE1E1 ; 	1.51E-05						
vRd26	Cytoplasm	 EE1E3 ; 	1.51E-05						
vRd27	Cytoplasm	 EE1E4 ; 	1.51E-05						
vRd28	Cytoplasm	 E2HE3 ; 	1.23E-05						
vRd29	Cytoplasm	 E1HE3 ; 	1.51E-05						
vRd30	Cytoplasm	 HE3E3 ; 	1.23E-05						
vRd31	Cytoplasm	 HE3Ev3 ; 	1.23E-05						
vRd32	Cytoplasm	 HE3E4 ; 	1.23E-05						
vRd33	Cytoplasm	 E2HE4 ; 	1.04E-05						
vRd34	Cytoplasm	 HE4Ev3 ; 	0						
vRd35	Cytoplasm	 E1HE4 ; 	1.51E-05						
vRd36	Cytoplasm	 E3HE4 ; 	1.23E-05						
vRd37	Cytoplasm	 HE4E4 ; 	0						
vRd38	Cytoplasm	 HGF_Met_Met ; 	6.55E-06						
vRd39	Cytoplasm	 PPrPr ; 	6.42E-05						
vRd40	Cytoplasm	 FFrFr ; 	6.55E-06						
vRd41	Cytoplasm	 IIrIr ; 	6.55E-06						
vRd42	Cytoplasm	 INS_Isr_Isr ; 	2.87E-05						
vRd43	Cytoplasm	 EE1EE1 ; 	1.51E-05						
vRd44	Cytoplasm	 EE1HE3 ; 	1.51E-05						
vRd45	Cytoplasm	 EE1HE4 ; 	1.51E-05						
vRd46	Cytoplasm	 HE3HE3 ; 	1.23E-05						
vRd47	Cytoplasm	 HE3HE4 ; 	1.23E-05						
vRd48	Cytoplasm	 HE4HE4 ; 	0						
vRd49	Cytoplasm	 HGF_Met_HGF_Met ; 	6.55E-06						
vRd50	Cytoplasm	 PPrPPr ; 	6.42E-05						
vRd51	Cytoplasm	 FFrFFr ; 	6.55E-06						
vRd52	Cytoplasm	 IIrIrI ; 	6.55E-06						
vRd53	Cytoplasm	 INS_Isr_Isr_INS ; 	2.87E-05						
vRd54	Cytoplasm	 E1_ppERK ; 	1.51E-05						
vRd55	Cytoplasm	 E2_ppERK ; 	1.04E-05						
vRd56	Cytoplasm	 E4_ppERK ; 	3.43E-06						
vRPd1_1	Cytoplasm	 pEE1E2 ; 	1.51E-05						
vRPd1_2	Cytoplasm	 pEE1Ev3 ; 	1.51E-05						
vRPd1_3	Cytoplasm	 pEE1E1 ; 	1.51E-05						
vRPd1_4	Cytoplasm	 pEE1EE1 ; 	1.51E-05						
vRPd1_5	Cytoplasm	 pEE1E3 ; 	1.51E-05						
vRPd1_6	Cytoplasm	 pEE1HE3 ; 	1.51E-05						
vRPd1_7	Cytoplasm	 pEE1E4 ; 	1.51E-05						
vRPd1_8	Cytoplasm	 pEE1HE4 ; 	1.51E-05						
vRPd1_9	Cytoplasm	 pE2HE3 ; 	1.23E-05						
vRPd1_10	Cytoplasm	 pHE3Ev3 ; 	1.23E-05						
vRPd1_11	Cytoplasm	 pE1HE3 ; 	1.51E-05						
vRPd1_12	Cytoplasm	 pHE3E4 ; 	1.23E-05						
vRPd1_13	Cytoplasm	 pHE3HE4 ; 	1.23E-05						
vRPd1_14	Cytoplasm	 pE2HE4 ; 	1.04E-05						
vRPd1_15	Cytoplasm	 pHE4Ev3 ; 	0						
vRPd1_16	Cytoplasm	 pE1HE4 ; 	1.51E-05						
vRPd1_17	Cytoplasm	 pE3HE4 ; 	1.23E-05						
vRPd1_18	Cytoplasm	 pHE4E4 ; 	0						
vRPd1_19	Cytoplasm	 pHE4HE4 ; 	0						
vRPd1_20	Cytoplasm	 pHGF_Met_Met ; 	6.55E-06						
vRPd1_21	Cytoplasm	 pHGF_Met_HGF_Met ; 	6.55E-06						
vRPd1_22	Cytoplasm	 pPPrPPr ; 	6.42E-05						
vRPd1_23	Cytoplasm	 pPPrPr ; 	6.42E-05						
vRPd1_24	Cytoplasm	 pFFrFFr ; 	6.55E-06						
vRPd1_25	Cytoplasm	 pFFrFr ; 	6.55E-06						
vRPd1_26	Cytoplasm	 pIIrIr ; 	6.55E-06						
vRPd1_27	Cytoplasm	 pINS_Isr_Isr ; 	2.87E-05						
vRPd1_28	Cytoplasm	 pIIrIrI ; 	6.55E-06						
vRPd1_29	Cytoplasm	 pINS_Isr_Isr_INS ; 	2.87E-05						
vRPd1_30	Cytoplasm	 pIIrIr_IRS ; 	5.82E-05						
vRPd1_31	Cytoplasm	 pINS_Isr_Isr_IRS ; 	5.82E-05						
vRPd1_32	Cytoplasm	 pIIrIrI_IRS ; 	5.82E-05						
vRPd1_33	Cytoplasm	 pINS_Isr_Isr_INS_IRS ; 	5.82E-05						
vRPd2_1	Cytoplasm	 Sp_EE1E2 ; 	9.63E-05						
vRPd2_2	Cytoplasm	 Sp_EE1Ev3 ; 	9.63E-05						
vRPd2_3	Cytoplasm	 Sp_EE1E1 ; 	9.63E-05						
vRPd2_4	Cytoplasm	 Sp_EE1EE1 ; 	9.63E-05						
vRPd2_5	Cytoplasm	 Sp_EE1E3 ; 	9.63E-05						
vRPd2_6	Cytoplasm	 Sp_EE1HE3 ; 	9.63E-05						
vRPd2_7	Cytoplasm	 Sp_EE1E4 ; 	9.63E-05						
vRPd2_8	Cytoplasm	 Sp_EE1HE4 ; 	9.63E-05						
vRPd2_9	Cytoplasm	 Sp_E2HE3 ; 	9.63E-05						
vRPd2_10	Cytoplasm	 Sp_HE3Ev3 ; 	9.63E-05						
vRPd2_11	Cytoplasm	 Sp_E1HE3 ; 	9.63E-05						
vRPd2_12	Cytoplasm	 Sp_HE3E4 ; 	9.63E-05						
vRPd2_13	Cytoplasm	 Sp_HE3HE4 ; 	9.63E-05						
vRPd2_14	Cytoplasm	 Sp_E2HE4 ; 	9.63E-05						
vRPd2_15	Cytoplasm	 Sp_HE4Ev3 ; 	9.63E-05						
vRPd2_16	Cytoplasm	 Sp_E1HE4 ; 	9.63E-05						
vRPd2_17	Cytoplasm	 Sp_E3HE4 ; 	9.63E-05						
vRPd2_18	Cytoplasm	 Sp_HE4E4 ; 	9.63E-05						
vRPd2_19	Cytoplasm	 Sp_HE4HE4 ; 	9.63E-05						
vRPd2_20	Cytoplasm	 Sp_HGF_Met_Met ; 	9.63E-05						
vRPd2_21	Cytoplasm	 Sp_HGF_Met_HGF_Met ; 	9.63E-05						
vRPd2_22	Cytoplasm	 Sp_PPrPPr ; 	9.63E-05						
vRPd2_23	Cytoplasm	 Sp_PPrPr ; 	9.63E-05						
vRPd2_24	Cytoplasm	 Sp_FFrFFr ; 	9.63E-05						
vRPd2_25	Cytoplasm	 Sp_FFrFr ; 	9.63E-05						
vRPd2_26	Cytoplasm	 Sp_IIrIr ; 	9.63E-05						
vRPd2_27	Cytoplasm	 Sp_INS_Isr_Isr ; 	9.63E-05						
vRPd2_28	Cytoplasm	 Sp_IIrIrI ; 	9.63E-05						
vRPd2_29	Cytoplasm	 Sp_INS_Isr_Isr_INS ; 	9.63E-05						
vRPd3_1	Cytoplasm	 EE1E2int ; 	0.00021301						
vRPd3_2	Cytoplasm	 EE1Ev3int ; 	0.00021301						
vRPd3_3	Cytoplasm	 EE1E1int ; 	0.00083711						
vRPd3_4	Cytoplasm	 EE1EE1int ; 	0.00083711						
vRPd3_5	Cytoplasm	 EE1E3int ; 	0.00021301						
vRPd3_6	Cytoplasm	 EE1HE3int ; 	0.00021301						
vRPd3_7	Cytoplasm	 EE1E4int ; 	0.00021301						
vRPd3_8	Cytoplasm	 EE1HE4int ; 	0.00021301						
vRPd3_9	Cytoplasm	 E2HE3int ; 	8.71E-05						
vRPd3_10	Cytoplasm	 HE3Ev3int ; 	8.71E-05						
vRPd3_11	Cytoplasm	 E1HE3int ; 	0.00021301						
vRPd3_12	Cytoplasm	 HE3E4int ; 	8.71E-05						
vRPd3_13	Cytoplasm	 HE3HE4int ; 	8.71E-05						
vRPd3_14	Cytoplasm	 E2HE4int ; 	8.71E-05						
vRPd3_15	Cytoplasm	 HE4Ev3int ; 	8.71E-05						
vRPd3_16	Cytoplasm	 E1HE4int ; 	0.00021301						
vRPd3_17	Cytoplasm	 E3HE4int ; 	8.71E-05						
vRPd3_18	Cytoplasm	 HE4E4int ; 	8.71E-05						
vRPd3_19	Cytoplasm	 HE4HE4int ; 	8.71E-05						
vRPd3_20	Cytoplasm	 HGF_Met_Metint ; 	8.71E-05						
vRPd3_21	Cytoplasm	 HGF_Met_HGF_Metint ; 	8.71E-05						
vRPd3_22	Cytoplasm	 PPrPPrint ; 	8.71E-05						
vRPd3_23	Cytoplasm	 PPrPrint ; 	8.71E-05						
vRPd3_24	Cytoplasm	 FFrFFrint ; 	8.71E-05						
vRPd3_25	Cytoplasm	 FFrFrint ; 	8.71E-05						
vRPd3_26	Cytoplasm	 IIrIr_int ; 	8.71E-05						
vRPd3_27	Cytoplasm	 INS_Isr_Isr_int ; 	8.71E-05						
vRPd3_28	Cytoplasm	 IIrIrI_int ; 	8.71E-05						
vRPd3_29	Cytoplasm	 INS_Isr_Isr_INS_int ; 	8.71E-05						
vRPd4_1	Cytoplasm	 pEE1E2int ; 	0.00021301						
vRPd4_2	Cytoplasm	 pEE1Ev3int ; 	0.00021301						
vRPd4_3	Cytoplasm	 pEE1E1int ; 	0.00083711						
vRPd4_4	Cytoplasm	 pEE1EE1int ; 	0.00083711						
vRPd4_5	Cytoplasm	 pEE1E3int ; 	0.00021301						
vRPd4_6	Cytoplasm	 pEE1HE3int ; 	0.00021301						
vRPd4_7	Cytoplasm	 pEE1E4int ; 	0.00021301						
vRPd4_8	Cytoplasm	 pEE1HE4int ; 	0.00021301						
vRPd4_9	Cytoplasm	 pE2HE3int ; 	8.71E-05						
vRPd4_10	Cytoplasm	 pHE3Ev3int ; 	8.71E-05						
vRPd4_11	Cytoplasm	 pE1HE3int ; 	0.00021301						
vRPd4_12	Cytoplasm	 pHE3E4int ; 	8.71E-05						
vRPd4_13	Cytoplasm	 pHE3HE4int ; 	8.71E-05						
vRPd4_14	Cytoplasm	 pE2HE4int ; 	8.71E-05						
vRPd4_15	Cytoplasm	 pHE4Ev3int ; 	8.71E-05						
vRPd4_16	Cytoplasm	 pE1HE4int ; 	0.00021301						
vRPd4_17	Cytoplasm	 pE3HE4int ; 	8.71E-05						
vRPd4_18	Cytoplasm	 pHE4E4int ; 	8.71E-05						
vRPd4_19	Cytoplasm	 pHE4HE4int ; 	8.71E-05						
